INA VBUS Reading,Setting Voltage,Error,predicted setpoint,,,,,,
12116,12290,174,12272.63753,17.3624711,,,,,
12125,12300,175,12281.77637,18.22363251,,,,,
12132,12310,178,12288.88435,21.11564694,,,,,
12146,12320,174,12303.10032,16.8996758,,,,,
12155,12330,175,12312.23916,17.76083721,,,,,
12162,12340,178,12319.34715,20.65285164,,,,,
12171,12350,179,12328.48599,21.51401305,,,,,
12184,12360,176,12341.68653,18.31346842,,,,,
12192,12370,178,12349.80994,20.19005634,,,,,
12201,12380,179,12358.94878,21.05121775,,,,,
12210,12390,180,12368.08762,21.91237916,,,,,
12217,12400,183,12375.19561,24.80439359,,,,,
12231,12410,179,12389.41158,20.58842245,,,,,
12240,12420,180,12398.55042,21.44958386,,,,,
12247,12430,183,12405.6584,24.34159829,,,,,
12256,12440,184,12414.79724,25.2027597,,,,,
12269,12450,181,12427.99778,22.00221507,,,,,
12279,12460,181,12438.15205,21.84794997,,,,,
12287,12470,183,12446.27546,23.72453789,,,,,
12296,12480,184,12455.4143,24.5856993,,,,,
12310,12490,180,12469.63027,20.36972816,,,,,
12319,12500,181,12478.76911,21.23088957,,,,,
12327,12510,183,12486.89252,23.10747749,,,,,
12336,12520,184,12496.03136,23.9686389,,,,,
12346,12530,184,12506.18563,23.8143738,,,,,
12360,12540,180,12520.4016,19.59840266,,,,,
12369,12550,181,12529.54044,20.45956407,,,,,
12377,12560,183,12537.66385,22.33615199,,,,,
12386,12570,184,12546.80269,23.1973134,,,,,
12400,12580,180,12561.01866,18.98134226,,,,,
12409,12590,181,12570.1575,19.84250367,,,,,
12417,12600,183,12578.28091,21.71909159,,,,,
12427,12610,183,12588.43517,21.56482649,,,,,
12436,12620,184,12597.57401,22.4259879,,,,,
12450,12630,180,12611.78998,18.21001676,,,,,
12459,12640,181,12620.92882,19.07117817,,,,,
12467,12650,183,12629.05223,20.94776609,,,,,
12477,12660,183,12639.2065,20.79350099,,,,,
12490,12670,180,12652.40704,17.59295636,,,,,
12500,12680,180,12662.56131,17.43869126,,,,,
12507,12690,183,12669.66929,20.33070569,,,,,
12517,12700,183,12679.82356,20.17644059,,,,,
12530,12710,180,12693.0241,16.97589596,,,,,
12540,12720,180,12703.17837,16.82163086,,,,,
12549,12730,181,12712.31721,17.68279227,,,,,
12559,12740,181,12722.47147,17.52852717,,,,,
12567,12750,183,12730.59488,19.40511509,,,,,
12581,12760,179,12744.81086,15.18914395,,,,,
12590,12770,180,12753.94969,16.05030536,,,,,
12600,12780,180,12764.10396,15.89604026,,,,,
12609,12790,181,12773.2428,16.75720167,,,,,
12622,12800,178,12786.44334,13.55665704,,,,,
12631,12810,179,12795.58218,14.41781845,,,,,
12640,12820,180,12804.72102,15.27897986,,,,,
12650,12830,180,12814.87529,15.12471476,,,,,
12664,12840,176,12829.09126,10.90874362,,,,,
12672,12850,178,12837.21467,12.78533154,,,,,
12682,12860,178,12847.36893,12.63106644,,,,,
12691,12870,179,12856.50777,13.49222785,,,,,
12700,12880,180,12865.64661,14.35338926,,,,,
12714,12890,176,12879.86258,10.13741812,,,,,
12722,12900,178,12887.98599,12.01400604,,,,,
12732,12910,178,12898.14026,11.85974094,,,,,
12741,12920,179,12907.2791,12.72090235,,,,,
12755,12930,175,12921.49507,8.50493121,,,,,
12764,12940,176,12930.63391,9.36609262,,,,,
12774,12950,176,12940.78817,9.21182752,,,,,
12782,12960,178,12948.91158,11.08841544,,,,,
12791,12970,179,12958.05042,11.94957685,,,,,
12805,12980,175,12972.26639,7.73360571,,,,,
12815,12990,175,12982.42066,7.57934061,,,,,
12824,13000,176,12991.5595,8.44050202,,,,,
12832,13010,178,12999.68291,10.31708994,,,,,
12846,13020,174,13013.89888,6.1011188,,,,,
12856,13030,174,13024.05315,5.9468537,,,,,
12865,13040,175,13033.19198,6.80801511,,,,,
12874,13050,176,13042.33082,7.66917652,,,,,
12887,13060,173,13055.53137,4.46863189,,,,,
12896,13070,174,13064.67021,5.3297933,,,,,
12905,13080,175,13073.80905,6.19095471,,,,,
12914,13090,176,13082.94788,7.05211612,,,,,
12922,13100,178,13091.0713,8.92870404,,,,,
12936,13110,174,13105.28727,4.7127329,,,,,
12945,13120,175,13114.42611,5.57389431,,,,,
12954,13130,176,13123.56494,6.43505572,,,,,
12964,13140,176,13133.71921,6.28079062,,,,,
12976,13150,174,13145.90433,4.0956725,,,,,
12985,13160,175,13155.04317,4.95683391,,,,,
12995,13170,175,13165.19743,4.80256881,,,,,
13004,13180,176,13174.33627,5.66373022,,,,,
13012,13190,178,13182.45968,7.54031814,,,,,
13025,13200,175,13195.66023,4.33977351,,,,,
13034,13210,176,13204.79907,5.20093492,,,,,
13044,13220,176,13214.95333,5.04666982,,,,,
13052,13230,178,13223.07674,6.92325774,,,,,
13065,13240,175,13236.27729,3.72271311,,,,,
13075,13250,175,13246.43155,3.56844801,,,,,
13082,13260,178,13253.53954,6.46046244,,,,,
13092,13270,178,13263.6938,6.30619734,,,,,
13105,13280,175,13276.89435,3.10565271,,,,,
13115,13290,175,13287.04861,2.95138761,,,,,
13124,13300,176,13296.18745,3.81254902,,,,,
13132,13310,178,13304.31086,5.68913694,,,,,
13142,13320,178,13314.46513,5.53487184,,,,,
13155,13330,175,13327.66567,2.33432721,,,,,
13164,13340,176,13336.80451,3.19548862,,,,,
13174,13350,176,13346.95878,3.04122352,,,,,
13181,13360,179,13354.06676,5.93323795,,,,,
13195,13370,175,13368.28273,1.71726681,,,,,
13204,13380,176,13377.42157,2.57842822,,,,,
13212,13390,178,13385.54498,4.45501614,,,,,
13221,13400,179,13394.68382,5.31617755,,,,,
13234,13410,176,13407.88437,2.11563292,,,,,
13244,13420,176,13418.03863,1.96136782,,,,,
13252,13430,178,13426.16204,3.83795574,,,,,
13261,13440,179,13435.30088,4.69911715,,,,,
13270,13450,180,13444.43972,5.56027856,,,,,
13282,13460,178,13456.62484,3.37516044,,,,,
13291,13470,179,13465.76368,4.23632185,,,,,
13300,13480,180,13474.90252,5.09748326,,,,,
13309,13490,181,13484.04136,5.95864467,,,,,
13322,13500,178,13497.2419,2.75810004,,,,,
13331,13510,179,13506.38074,3.61926145,,,,,
13340,13520,180,13515.51958,4.48042286,,,,,
13349,13530,181,13524.65842,5.34158427,,,,,
13357,13540,183,13532.78183,7.21817219,,,,,
13370,13550,180,13545.98237,4.01762756,,,,,
13379,13560,181,13555.12121,4.87878897,,,,,
13387,13570,183,13563.24462,6.75537689,,,,,
13397,13580,183,13573.39889,6.60111179,,,,,
13410,13590,180,13586.59943,3.40056716,,,,,
13419,13600,181,13595.73827,4.26172857,,,,,
13429,13610,181,13605.89254,4.10746347,,,,,
13437,13620,183,13614.01595,5.98405139,,,,,
13451,13630,179,13628.23192,1.76808025,,,,,
13460,13640,180,13637.37076,2.62924166,,,,,
13469,13650,181,13646.5096,3.49040307,,,,,
13477,13660,183,13654.63301,5.36699099,,,,,
13486,13670,184,13663.77185,6.2281524,,,,,
13500,13680,180,13677.98782,2.01218126,,,,,
13509,13690,181,13687.12666,2.87334267,,,,,
13517,13700,183,13695.25007,4.74993059,,,,,
13526,13710,184,13704.38891,5.611092,,,,,
13540,13720,180,13718.60488,1.39512086,,,,,
13549,13730,181,13727.74372,2.25628227,,,,,
13557,13740,183,13735.86713,4.13287019,,,,,
13566,13750,184,13745.00597,4.9940316,,,,,
13580,13760,180,13759.22194,0.77806046,,,,,
13589,13770,181,13768.36078,1.63922187,,,,,
13597,13780,183,13776.48419,3.51580979,,,,,
13606,13790,184,13785.62303,4.3769712,,,,,
13615,13800,185,13794.76187,5.23813261,,,,,
13629,13810,181,13808.97784,1.02216147,,,,,
13637,13820,183,13817.10125,2.89874939,,,,,
13646,13830,184,13826.24009,3.7599108,,,,,
13656,13840,184,13836.39435,3.6056457,,,,,
13669,13850,181,13849.5949,0.40510107,,,,,
13677,13860,183,13857.71831,2.28168899,,,,,
13686,13870,184,13866.85715,3.1428504,,,,,
13695,13880,185,13875.99599,4.00401181,,,,,
13705,13890,185,13886.15025,3.84974671,,,,,
13719,13900,181,13900.36622,-0.36622443,,,,,
13727,13910,183,13908.48964,1.51036349,,,,,
13735,13920,185,13916.61305,3.38695141,,,,,
13744,13930,186,13925.75189,4.24811282,,,,,
13757,13940,183,13938.95243,1.04756819,,,,,
13766,13950,184,13948.09127,1.9087296,,,,,
13774,13960,186,13956.21468,3.78531752,,,,,
13782,13970,188,13964.33809,5.66190544,,,,,
13796,13980,184,13978.55407,1.4459343,,,,,
13805,13990,185,13987.6929,2.30709571,,,,,
13814,14000,186,13996.83174,3.16825712,,,,,
13822,14010,188,14004.95515,5.04484504,,,,,
13831,14020,189,14014.09399,5.90600645,,,,,
13844,14030,186,14027.29454,2.70546182,,,,,
13852,14040,188,14035.41795,4.58204974,,,,,
13861,14050,189,14044.55679,5.44321115,,,,,
13870,14060,190,14053.69563,6.30437256,,,,,
13882,14070,188,14065.88075,4.11925444,,,,,
13891,14080,189,14075.01958,4.98041585,,,,,
13900,14090,190,14084.15842,5.84157726,,,,,
13909,14100,191,14093.29726,6.70273867,,,,,
13917,14110,193,14101.42067,8.57932659,,,,,
13931,14120,189,14115.63664,4.36335545,,,,,
13939,14130,191,14123.76006,6.23994337,,,,,
13947,14140,193,14131.88347,8.11653129,,,,,
13956,14150,194,14141.02231,8.9776927,,,,,
13970,14160,190,14155.23828,4.76172156,,,,,
13979,14170,191,14164.37712,5.62288297,,,,,
13987,14180,193,14172.50053,7.49947089,,,,,
13996,14190,194,14181.63937,8.3606323,,,,,
14009,14200,191,14194.83991,5.16008767,,,,,
14019,14210,191,14204.99418,5.00582257,,,,,
14027,14220,193,14213.11759,6.88241049,,,,,
14036,14230,194,14222.25643,7.7435719,,,,,
14045,14240,195,14231.39527,8.60473331,,,,,
14059,14250,191,14245.61124,4.38876217,,,,,
14067,14260,193,14253.73465,6.26535009,,,,,
14076,14270,194,14262.87349,7.1265115,,,,,
14085,14280,195,14272.01233,7.98767291,,,,,
14097,14290,193,14284.19745,5.80255479,,,,,
14106,14300,194,14293.33628,6.6637162,,,,,
14115,14310,195,14302.47512,7.52487761,,,,,
14124,14320,196,14311.61396,8.38603902,,,,,
14137,14330,193,14324.81451,5.18549439,,,,,
14146,14340,194,14333.95334,6.0466558,,,,,
14155,14350,195,14343.09218,6.90781721,,,,,
14164,14360,196,14352.23102,7.76897862,,,,,
14172,14370,198,14360.35443,9.64556654,,,,,
14186,14380,194,14374.5704,5.4295954,,,,,
14195,14390,195,14383.70924,6.29075681,,,,,
14204,14400,196,14392.84808,7.15191822,,,,,
14212,14410,198,14400.97149,9.02850614,,,,,
14225,14420,195,14414.17204,5.82796151,,,,,
14235,14430,195,14424.3263,5.67369641,,,,,
14244,14440,196,14433.46514,6.53485782,,,,,
14252,14450,198,14441.58855,8.41144574,,,,,
14261,14460,199,14450.72739,9.27260715,,,,,
14275,14470,195,14464.94336,5.05663601,,,,,
14282,14480,198,14472.05135,7.94865044,,,,,
14291,14490,199,14481.19019,8.80981185,,,,,
14301,14500,199,14491.34445,8.65554675,,,,,
14314,14510,196,14504.545,5.45500212,,,,,
14322,14520,198,14512.66841,7.33159004,,,,,
14332,14530,198,14522.82268,7.17732494,,,,,
14341,14540,199,14531.96151,8.03848635,,,,,
14354,14550,196,14545.16206,4.83794172,,,,,
14362,14560,198,14553.28547,6.71452964,,,,,
14371,14570,199,14562.42431,7.57569105,,,,,
14380,14580,200,14571.56315,8.43685246,,,,,
14389,14590,201,14580.70199,9.29801387,,,,,
14402,14600,198,14593.90253,6.09746924,,,,,
14410,14610,200,14602.02594,7.97405716,,,,,
14420,14620,200,14612.18021,7.81979206,,,,,
14429,14630,201,14621.31905,8.68095347,,,,,
14441,14640,199,14633.50416,6.49583535,,,,,
14450,14650,200,14642.643,7.35699676,,,,,
14459,14660,201,14651.78184,8.21815817,,,,,
14467,14670,203,14659.90525,10.09474609,,,,,
14480,14680,200,14673.1058,6.89420146,,,,,
14489,14690,201,14682.24464,7.75536287,,,,,
14499,14700,201,14692.3989,7.60109777,,,,,
14506,14710,204,14699.50689,10.4931122,,,,,
14515,14720,205,14708.64573,11.35427361,,,,,
14529,14730,201,14722.8617,7.13830247,,,,,
14537,14740,203,14730.98511,9.01489039,,,,,
14546,14750,204,14740.12395,9.8760518,,,,,
14556,14760,204,14750.27821,9.7217867,,,,,
14569,14770,201,14763.47876,6.52124207,,,,,
14577,14780,203,14771.60217,8.39782999,,,,,
14586,14790,204,14780.74101,9.2589914,,,,,
14595,14800,205,14789.87985,10.12015281,,,,,
14604,14810,206,14799.01869,10.98131422,,,,,
14617,14820,203,14812.21923,7.78076959,,,,,
14626,14830,204,14821.35807,8.641931,,,,,
14635,14840,205,14830.49691,9.50309241,,,,,
14644,14850,206,14839.63575,10.36425382,,,,,
14657,14860,203,14852.83629,7.16370919,,,,,
14665,14870,205,14860.9597,9.04029711,,,,,
14674,14880,206,14870.09854,9.90145852,,,,,
14682,14890,208,14878.22195,11.77804644,,,,,
14696,14900,204,14892.43792,7.5620753,,,,,
14705,14910,205,14901.57676,8.42323671,,,,,
14714,14920,206,14910.7156,9.28439812,,,,,
14722,14930,208,14918.83901,11.16098604,,,,,
14731,14940,209,14927.97785,12.02214745,,,,,
14734,14950,216,14931.02413,18.97586792,,,,,
14754,14960,206,14951.33266,8.66733772,,,,,
14751,14970,219,14948.28638,21.71361725,,,,,
14760,14980,220,14957.42522,22.57477866,,,,,
14774,14990,216,14971.64119,18.35880752,,,,,
14782,15000,218,14979.7646,20.23539544,,,,,
14791,15010,219,14988.90344,21.09655685,,,,,
14800,15020,220,14998.04228,21.95771826,,,,,
14810,15030,220,15008.19655,21.80345316,,,,,
14824,15040,216,15022.41252,17.58748202,,,,,
14832,15050,218,15030.53593,19.46406994,,,,,
14841,15060,219,15039.67477,20.32523135,,,,,
14851,15070,219,15049.82903,20.17096625,,,,,
14865,15080,215,15064.045,15.95499511,,,,,
14874,15090,216,15073.18384,16.81615652,,,,,
14882,15100,218,15081.30726,18.69274444,,,,,
14892,15110,218,15091.46152,18.53847934,,,,,
14906,15120,214,15105.67749,14.3225082,,,,,
14915,15130,215,15114.81633,15.18366961,,,,,
14924,15140,216,15123.95517,16.04483102,,,,,
14934,15150,216,15134.10943,15.89056592,,,,,
14945,15160,215,15145.27913,14.72087431,,,,,
14956,15170,214,15156.44882,13.5511827,,,,,
14965,15180,215,15165.58766,14.41234411,,,,,
14975,15190,215,15175.74192,14.25807901,,,,,
14984,15200,216,15184.88076,15.11924042,,,,,
14999,15210,211,15200.11216,9.88784277,,,,,
15007,15220,213,15208.23557,11.76443069,,,,,
15016,15230,214,15217.37441,12.6255921,,,,,
15026,15240,214,15227.52867,12.471327,,,,,
15040,15250,210,15241.74464,8.25535586,,,,,
15049,15260,211,15250.88348,9.11651727,,,,,
15060,15270,210,15262.05317,7.94682566,,,,,
15067,15280,213,15269.16116,10.83884009,,,,,
15076,15290,214,15278.3,11.7000015,,,,,
15090,15300,210,15292.51597,7.48403036,,,,,
15100,15310,210,15302.67023,7.32976526,,,,,
15109,15320,211,15311.80907,8.19092667,,,,,
15119,15330,211,15321.96334,8.03666157,,,,,
15131,15340,209,15334.14846,5.85154345,,,,,
15140,15350,210,15343.2873,6.71270486,,,,,
15150,15360,210,15353.44156,6.55843976,,,,,
15159,15370,211,15362.5804,7.41960117,,,,,
15167,15380,213,15370.70381,9.29618909,,,,,
15181,15390,209,15384.91978,5.08021795,,,,,
15190,15400,210,15394.05862,5.94137936,,,,,
15201,15410,209,15405.22831,4.77168775,,,,,
15207,15420,213,15411.32087,8.67912869,,,,,
15221,15430,209,15425.53684,4.46315755,,,,,
15231,15440,209,15435.69111,4.30889245,,,,,
15240,15450,210,15444.82995,5.17005386,,,,,
15249,15460,211,15453.96878,6.03121527,,,,,
15262,15470,208,15467.16933,2.83067064,,,,,
15271,15480,209,15476.30817,3.69183205,,,,,
15280,15490,210,15485.44701,4.55299346,,,,,
15289,15500,211,15494.58585,5.41415487,,,,,
15299,15510,211,15504.74011,5.25988977,,,,,
15311,15520,209,15516.92523,3.07477165,,,,,
15321,15530,209,15527.07949,2.92050655,,,,,
15330,15540,210,15536.21833,3.78166796,,,,,
15339,15550,211,15545.35717,4.64282937,,,,,
15352,15560,208,15558.55772,1.44228474,,,,,
15360,15570,210,15566.68113,3.31887266,,,,,
15370,15580,210,15576.83539,3.16460756,,,,,
15379,15590,211,15585.97423,4.02576897,,,,,
15392,15600,208,15599.17478,0.82522434,,,,,
15401,15610,209,15608.31361,1.68638575,,,,,
15411,15620,209,15618.46788,1.53212065,,,,,
15421,15630,209,15628.62214,1.37785555,,,,,
15427,15640,213,15634.7147,5.28529649,,,,,
15442,15650,208,15649.9461,0.05389884,,,,,
15450,15660,210,15658.06951,1.93048676,,,,,
15457,15670,213,15665.1775,4.82250119,,,,,
15467,15680,213,15675.33176,4.66823609,,,,,
15480,15690,210,15688.53231,1.46769146,,,,,
15489,15700,211,15697.67115,2.32885287,,,,,
15497,15710,213,15705.79456,4.20544079,,,,,
15506,15720,214,15714.9334,5.0666022,,,,,
15516,15730,214,15725.08766,4.9123371,,,,,
15530,15740,210,15739.30363,0.69636596,,,,,
15536,15750,214,15745.39619,4.6038069,,,,,
15546,15760,214,15755.55046,4.4495418,,,,,
15555,15770,215,15764.6893,5.31070321,,,,,
15567,15780,213,15776.87441,3.12558509,,,,,
15576,15790,214,15786.01325,3.9867465,,,,,
15585,15800,215,15795.15209,4.84790791,,,,,
15594,15810,216,15804.29093,5.70906932,,,,,
15607,15820,213,15817.49148,2.50852469,,,,,
15616,15830,214,15826.63031,3.3696861,,,,,
15625,15840,215,15835.76915,4.23084751,,,,,
15634,15850,216,15844.90799,5.09200892,,,,,
15642,15860,218,15853.0314,6.96859684,,,,,
15655,15870,215,15866.23195,3.76805221,,,,,
15664,15880,216,15875.37079,4.62921362,,,,,
15672,15890,218,15883.4942,6.50580154,,,,,
15681,15900,219,15892.63304,7.36696295,,,,,
15695,15910,215,15906.84901,3.15099181,,,,,
15704,15920,216,15915.98785,4.01215322,,,,,
15714,15930,216,15926.14211,3.85788812,,,,,
15721,15940,219,15933.2501,6.74990255,,,,,
15731,15950,219,15943.40436,6.59563745,,,,,
15745,15960,215,15957.62033,2.37966631,,,,,
15752,15970,218,15964.72832,5.27168074,,,,,
15761,15980,219,15973.86716,6.13284215,,,,,
15771,15990,219,15984.02142,5.97857705,,,,,
15784,16000,216,15997.22197,2.77803242,,,,,
15792,16010,218,16005.34538,4.65462034,,,,,
15801,16020,219,16014.48422,5.51578175,,,,,
15810,16030,220,16023.62306,6.37694316,,,,,
15824,16040,216,16037.83903,2.16097202,,,,,
15832,16050,218,16045.96244,4.03755994,,,,,
15841,16060,219,16055.10128,4.89872135,,,,,
15850,16070,220,16064.24012,5.75988276,,,,,
15860,16080,220,16074.39438,5.60561766,,,,,
15872,16090,218,16086.5795,3.42049954,,,,,
15881,16100,219,16095.71834,4.28166095,,,,,
15891,16110,219,16105.8726,4.12739585,,,,,
15900,16120,220,16115.01144,4.98855726,,,,,
15912,16130,218,16127.19656,2.80343914,,,,,
15922,16140,218,16137.35083,2.64917404,,,,,
15930,16150,220,16145.47424,4.52576196,,,,,
15940,16160,220,16155.6285,4.37149686,,,,,
15952,16170,218,16167.81362,2.18637874,,,,,
15962,16180,218,16177.96789,2.03211364,,,,,
15971,16190,219,16187.10672,2.89327505,,,,,
15980,16200,220,16196.24556,3.75443646,,,,,
15989,16210,221,16205.3844,4.61559787,,,,,
16003,16220,217,16219.60037,0.39962673,,,,,
16011,16230,219,16227.72379,2.27621465,,,,,
16020,16240,220,16236.86262,3.13737606,,,,,
16029,16250,221,16246.00146,3.99853747,,,,,
16042,16260,218,16259.20201,0.79799284,,,,,
16051,16270,219,16268.34085,1.65915425,,,,,
16060,16280,220,16277.47968,2.52031566,,,,,
16067,16290,223,16284.58767,5.41233009,,,,,
16077,16300,223,16294.74194,5.25806499,,,,,
16090,16310,220,16307.94248,2.05752036,,,,,
16100,16320,220,16318.09674,1.90325526,,,,,
16109,16330,221,16327.23558,2.76441667,,,,,
16118,16340,222,16336.37442,3.62557808,,,,,
16130,16350,220,16348.55954,1.44045996,,,,,
16140,16360,220,16358.71381,1.28619486,,,,,
16149,16370,221,16367.85264,2.14735627,,,,,
16157,16380,223,16375.97606,4.02394419,,,,,
16170,16390,220,16389.1766,0.82339956,,,,,
16180,16400,220,16399.33087,0.66913446,,,,,
16187,16410,223,16406.43885,3.56114889,,,,,
16196,16420,224,16415.57769,4.4223103,,,,,
16208,16430,222,16427.76281,2.23719218,,,,,
16219,16440,221,16438.9325,1.06750057,,,,,
16227,16450,223,16447.05591,2.94408849,,,,,
16237,16460,223,16457.21018,2.78982339,,,,,
16245,16470,225,16465.33359,4.66641131,,,,,
16259,16480,221,16479.54956,0.45044017,,,,,
16269,16490,221,16489.70382,0.29617507,,,,,
16277,16500,223,16497.82724,2.17276299,,,,,
16286,16510,224,16506.96608,3.0339244,,,,,
16294,16520,226,16515.08949,4.91051232,,,,,
16307,16530,223,16528.29003,1.70996769,,,,,
16316,16540,224,16537.42887,2.5711291,,,,,
16326,16550,224,16547.58314,2.416864,,,,,
16335,16560,225,16556.72197,3.27802541,,,,,
16349,16570,221,16570.93795,-0.93794573,,,,,
16356,16580,224,16578.04593,1.9540687,,,,,
16365,16590,225,16587.18477,2.81523011,,,,,
16375,16600,225,16597.33903,2.66096501,,,,,
16387,16610,223,16609.52415,0.47584689,,,,,
16396,16620,224,16618.66299,1.3370083,,,,,
16406,16630,224,16628.81726,1.1827432,,,,,
16414,16640,226,16636.94067,3.05933112,,,,,
16422,16650,228,16645.06408,4.93591904,,,,,
16436,16660,224,16659.28005,0.7199479,,,,,
16445,16670,225,16668.41889,1.58110931,,,,,
16455,16680,225,16678.57316,1.42684421,,,,,
16462,16690,228,16685.68114,4.31885864,,,,,
16476,16700,224,16699.89711,0.1028875,,,,,
16485,16710,225,16709.03595,0.96404891,,,,,
16494,16720,226,16718.17479,1.82521032,,,,,
16503,16730,227,16727.31363,2.68637173,,,,,
16515,16740,225,16739.49875,0.50125361,,,,,
16524,16750,226,16748.63758,1.36241502,,,,,
16534,16760,226,16758.79185,1.20814992,,,,,
16541,16770,229,16765.89984,4.10016435,,,,,
16550,16780,230,16775.03867,4.96132576,,,,,
16562,16790,228,16787.22379,2.77620764,,,,,
16570,16800,230,16795.3472,4.65279556,,,,,
16579,16810,231,16804.48604,5.51395697,,,,,
16586,16820,234,16811.59403,8.4059714,,,,,
16599,16830,231,16824.79457,5.20542677,,,,,
16607,16840,233,16832.91799,7.08201469,,,,,
16616,16850,234,16842.05682,7.9431761,,,,,
16624,16860,236,16850.18024,9.81976402,,,,,
16634,16870,236,16860.3345,9.66549892,,,,,
16646,16880,234,16872.51962,7.4803808,,,,,
16656,16890,234,16882.67388,7.3261157,,,,,
16664,16900,236,16890.7973,9.20270362,,,,,
16672,16910,238,16898.92071,11.07929154,,,,,
16686,16920,234,16913.13668,6.8633204,,,,,
16694,16930,236,16921.26009,8.73990832,,,,,
16702,16940,238,16929.3835,10.61649624,,,,,
16712,16950,238,16939.53777,10.46223114,,,,,
16725,16960,235,16952.73831,7.26168651,,,,,
16734,16970,236,16961.87715,8.12284792,,,,,
16743,16980,237,16971.01599,8.98400933,,,,,
16750,16990,240,16978.12398,11.87602376,,,,,
16759,17000,241,16987.26281,12.73718517,,,,,
16772,17010,238,17000.46336,9.53664054,,,,,
16780,17020,240,17008.58677,11.41322846,,,,,
16789,17030,241,17017.72561,12.27438987,,,,,
16799,17040,241,17027.87988,12.12012477,,,,,
16811,17050,239,17040.06499,9.93500665,,,,,
16820,17060,240,17049.20383,10.79616806,,,,,
16831,17070,239,17060.37352,9.62647645,,,,,
16839,17080,241,17068.49694,11.50306437,,,,,
16851,17090,239,17080.68205,9.31794625,,,,,
16860,17100,240,17089.82089,10.17910766,,,,,
16870,17110,240,17099.97516,10.02484256,,,,,
16879,17120,241,17109.114,10.88600397,,,,,
16887,17130,243,17117.23741,12.76259189,,,,,
16901,17140,239,17131.45338,8.54662075,,,,,
16910,17150,240,17140.59222,9.40778216,,,,,
16919,17160,241,17149.73106,10.26894357,,,,,
16927,17170,243,17157.85447,12.14553149,,,,,
16944,17180,236,17175.11672,4.88328082,,,,,
16950,17190,240,17181.20928,8.79072176,,,,,
16959,17200,241,17190.34812,9.65188317,,,,,
16969,17210,241,17200.50238,9.49761807,,,,,
16976,17220,244,17207.61037,12.3896325,,,,,
16990,17230,240,17221.82634,8.17366136,,,,,
16999,17240,241,17230.96518,9.03482277,,,,,
17007,17250,243,17239.08859,10.91141069,,,,,
17016,17260,244,17248.22743,11.7725721,,,,,
17031,17270,239,17263.45883,6.54117445,,,,,
17040,17280,240,17272.59766,7.40233586,,,,,
17049,17290,241,17281.7365,8.26349727,,,,,
17057,17300,243,17289.85991,10.14008519,,,,,
17070,17310,240,17303.06046,6.93954056,,,,,
17080,17320,240,17313.21472,6.78527546,,,,,
17089,17330,241,17322.35356,7.64643687,,,,,
17097,17340,243,17330.47698,9.52302479,,,,,
17106,17350,244,17339.61581,10.3841862,,,,,
17120,17360,240,17353.83178,6.16821506,,,,,
17129,17370,241,17362.97062,7.02937647,,,,,
17137,17380,243,17371.09404,8.90596439,,,,,
17147,17390,243,17381.2483,8.75169929,,,,,
17160,17400,240,17394.44885,5.55115466,,,,,
17170,17410,240,17404.60311,5.39688956,,,,,
17179,17420,241,17413.74195,6.25805097,,,,,
17187,17430,243,17421.86536,8.13463889,,,,,
17196,17440,244,17431.0042,8.9958003,,,,,
17210,17450,240,17445.22017,4.77982916,,,,,
17219,17460,241,17454.35901,5.64099057,,,,,
17229,17470,241,17464.51327,5.48672547,,,,,
17237,17480,243,17472.63669,7.36331339,,,,,
17250,17490,240,17485.83723,4.16276876,,,,,
17259,17500,241,17494.97607,5.02393017,,,,,
17267,17510,243,17503.09948,6.90051809,,,,,
17276,17520,244,17512.23832,7.7616795,,,,,
17290,17530,240,17526.45429,3.54570836,,,,,
17299,17540,241,17535.59313,4.40686977,,,,,
17307,17550,243,17543.71654,6.28345769,,,,,
17317,17560,243,17553.87081,6.12919259,,,,,
17325,17570,245,17561.99422,8.00578051,,,,,
17339,17580,241,17576.21019,3.78980937,,,,,
17346,17590,244,17583.31818,6.6818238,,,,,
17355,17600,245,17592.45701,7.54298521,,,,,
17364,17610,246,17601.59585,8.40414662,,,,,
17378,17620,242,17615.81182,4.18817548,,,,,
17387,17630,243,17624.95066,5.04933689,,,,,
17395,17640,245,17633.07408,6.92592481,,,,,
17404,17650,246,17642.21291,7.78708622,,,,,
17416,17660,244,17654.39803,5.6019681,,,,,
17425,17670,245,17663.53687,6.46312951,,,,,
17432,17680,248,17670.64486,9.35514394,,,,,
17442,17690,248,17680.79912,9.20087884,,,,,
17450,17700,250,17688.92253,11.07746676,,,,,
17464,17710,246,17703.1385,6.86149562,,,,,
17474,17720,246,17713.29277,6.70723052,,,,,
17480,17730,250,17719.38533,10.61467146,,,,,
17490,17740,250,17729.53959,10.46040636,,,,,
17504,17750,246,17743.75556,6.24443522,,,,,
17511,17760,249,17750.86355,9.13644965,,,,,
17520,17770,250,17760.00239,9.99761106,,,,,
17527,17780,253,17767.11037,12.88962549,,,,,
17536,17790,254,17776.24921,13.7507869,,,,,
17549,17800,251,17789.44976,10.55024227,,,,,
17557,17810,253,17797.57317,12.42683019,,,,,
17566,17820,254,17806.71201,13.2879916,,,,,
17575,17830,255,17815.85085,14.14915301,,,,,
17587,17840,253,17828.03597,11.96403489,,,,,
17596,17850,254,17837.1748,12.8251963,,,,,
17605,17860,255,17846.31364,13.68635771,,,,,
